Total Discharges,DRG Definition,Average Total Payments
64,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,9679.2
64,812 - RED BLOOD CELL DISORDERS W/O MCC,67577.52
64,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,73069.85
64,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,281734.51
64,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,73933.33
64,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,6347.43
64,948 - SIGNS & SYMPTOMS W/O MCC,9387.25
642,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,17371.51
642,885 - PSYCHOSES,6205.62
643,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,12785.12
644,885 - PSYCHOSES,6107.52
645,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,15869.06
649,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,15555.96
65,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,28733.07
65,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,99807.76
65,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,90341.8
65,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,29325.73
65,069 - TRANSIENT ISCHEMIA,48875.07
65,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,6482.87
65,101 - SEIZURES W/O MCC,37582.619999999995
65,149 - DYSEQUILIBRIUM,5231.84
65,176 - PULMONARY EMBOLISM W/O MCC,6402.27
65,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,171367.81
65,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,52302.77
65,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,109334.98
65,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,103734.64
65,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,138516.9
65,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,77083.92
65,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,160312.73
65,194 - SIMPLE PNEUMONIA & PLEURISY W CC,149033.35
65,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,28407.76
65,202 - BRONCHITIS & ASTHMA W CC/MCC,4813.0
65,203 - BRONCHITIS & ASTHMA W/O CC/MCC,4449.18
65,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,51036.6
65,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,100034.62
65,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,72846.4
65,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,63988.7
65,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,10822.67
65,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,16893.8
65,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,161622.74
65,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,46506.83
65,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,26034.489999999998
65,252 - OTHER VASCULAR PROCEDURES W MCC,64875.0
65,253 - OTHER VASCULAR PROCEDURES W CC,51805.3
65,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,32850.58
65,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",102016.45
65,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",7359.69
65,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",14358.6
65,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",74879.98
65,291 - HEART FAILURE & SHOCK W MCC,206790.7
65,292 - HEART FAILURE & SHOCK W CC,150032.57
65,293 - HEART FAILURE & SHOCK W/O CC/MCC,63761.13
65,300 - PERIPHERAL VASCULAR DISORDERS W CC,27405.260000000002
65,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,4958.63
65,303 - ATHEROSCLEROSIS W/O MCC,13711.35
65,305 - HYPERTENSION W/O MCC,10313.44
65,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,74379.08
65,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,69079.13
65,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,38132.24
65,312 - SYNCOPE & COLLAPSE,93978.55
65,313 - CHEST PAIN,43211.24
65,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,56631.62
65,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,154798.68
65,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,179104.78
65,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,9147.98
65,377 - G.I. HEMORRHAGE W MCC,51286.4
65,378 - G.I. HEMORRHAGE W CC,101965.15
65,389 - G.I. OBSTRUCTION W CC,26163.67
65,390 - G.I. OBSTRUCTION W/O CC/MCC,4120.96
65,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",23354.14
65,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",127021.8
65,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,15688.470000000001
65,439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,7470.93
65,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,250874.98
65,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,46652.09
65,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,198464.05
65,480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,20082.09
65,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,137254.91999999998
65,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,7733.0
65,536 - FRACTURES OF HIP & PELVIS W/O MCC,4712.55
65,552 - MEDICAL BACK PROBLEMS W/O MCC,45339.09
65,603 - CELLULITIS W/O MCC,90177.95
65,638 - DIABETES W CC,25082.79
65,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",20656.97
65,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",122856.56
65,682 - RENAL FAILURE W MCC,141569.88999999998
65,683 - RENAL FAILURE W CC,102518.73
65,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,12759.220000000001
65,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,101826.64
65,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,56124.04
65,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,12265.9
65,812 - RED BLOOD CELL DISORDERS W/O MCC,127017.19
65,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,90789.88
65,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,170680.0
65,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,127784.52
65,885 - PSYCHOSES,5989.35
65,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,8500.81
65,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,6141.01
65,948 - SIGNS & SYMPTOMS W/O MCC,34330.0
651,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,13348.13
659,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,13417.25
66,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,49840.94
66,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,6197.65
66,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,113551.97
66,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,95623.07
66,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,58128.009999999995
66,069 - TRANSIENT ISCHEMIA,47757.04
66,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,7431.8
66,101 - SEIZURES W/O MCC,63173.25
66,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,188786.62
66,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,27495.93
66,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,95125.12
66,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,219113.73
66,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,117377.04000000001
66,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,57866.8
66,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,102491.20999999999
66,194 - SIMPLE PNEUMONIA & PLEURISY W CC,199026.41
66,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,9893.98
66,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,29035.6
66,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,92143.3
66,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,46598.93
66,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,38243.259999999995
66,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,113504.15
66,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,61182.1
66,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,73010.95
66,252 - OTHER VASCULAR PROCEDURES W MCC,30684.21
66,253 - OTHER VASCULAR PROCEDURES W CC,68675.72
66,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,21540.98
66,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",92161.89
66,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",20676.68
66,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",58802.74
66,291 - HEART FAILURE & SHOCK W MCC,137780.51
66,292 - HEART FAILURE & SHOCK W CC,107403.43000000001
66,293 - HEART FAILURE & SHOCK W/O CC/MCC,41405.69
66,300 - PERIPHERAL VASCULAR DISORDERS W CC,40722.44
66,301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,4888.66
66,303 - ATHEROSCLEROSIS W/O MCC,17097.96
66,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,68783.62
66,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,75092.41
66,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,39615.87
66,312 - SYNCOPE & COLLAPSE,47553.74
66,313 - CHEST PAIN,52920.82
66,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,126111.49
66,315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,26046.78
66,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,198171.7
66,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,48590.46
66,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,16292.18
66,377 - G.I. HEMORRHAGE W MCC,43815.67
66,378 - G.I. HEMORRHAGE W CC,105339.61
66,379 - G.I. HEMORRHAGE W/O CC/MCC,6711.48
66,389 - G.I. OBSTRUCTION W CC,24147.55
66,390 - G.I. OBSTRUCTION W/O CC/MCC,3598.33
66,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",21471.31
66,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",87970.48000000001
66,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,19743.88
66,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,12869.65
66,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,172432.63
66,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,45132.61
66,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,242701.58000000002
66,473 - CERVICAL SPINAL FUSION W/O CC/MCC,38359.130000000005
66,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,187236.55
66,482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,9165.15
66,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,22313.34
66,536 - FRACTURES OF HIP & PELVIS W/O MCC,7858.62
66,552 - MEDICAL BACK PROBLEMS W/O MCC,28213.73
66,"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",9258.98
66,603 - CELLULITIS W/O MCC,124252.03
66,638 - DIABETES W CC,20235.47
66,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",76008.35
66,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",92092.14
66,682 - RENAL FAILURE W MCC,83210.65
66,683 - RENAL FAILURE W CC,149367.04
66,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,8791.57
66,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,99481.73
66,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,21203.08
66,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,8313.25
66,811 - RED BLOOD CELL DISORDERS W MCC,8789.45
66,812 - RED BLOOD CELL DISORDERS W/O MCC,91112.68000000001
66,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,165264.55
66,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,230887.26
66,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,133547.9
66,885 - PSYCHOSES,5036.39
66,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,14750.060000000001
66,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,5647.12
66,948 - SIGNS & SYMPTOMS W/O MCC,25094.21
662,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,12532.49
665,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,12111.17
666,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,12611.74
667,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,29022.72
67,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,42308.57
67,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,67281.0
67,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,73319.74
67,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,37668.54
67,069 - TRANSIENT ISCHEMIA,36596.37
67,074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,6568.5
67,101 - SEIZURES W/O MCC,11434.57
67,149 - DYSEQUILIBRIUM,11493.9
67,176 - PULMONARY EMBOLISM W/O MCC,7428.77
67,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,175871.93
67,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,49362.619999999995
67,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,115003.25
67,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,127079.17
67,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,86341.58
67,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,50584.57
67,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,198404.9
67,194 - SIMPLE PNEUMONIA & PLEURISY W CC,185966.59
67,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,44678.42
67,202 - BRONCHITIS & ASTHMA W CC/MCC,10265.89
67,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,152426.53999999998
67,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,99402.63
67,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,52219.57000000001
67,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,25181.019999999997
67,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,173884.15
67,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,90465.35
67,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,45549.56
67,252 - OTHER VASCULAR PROCEDURES W MCC,145617.38
67,253 - OTHER VASCULAR PROCEDURES W CC,39678.47
67,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,34937.15
67,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",49758.33
67,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",21598.440000000002
67,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",56549.47
67,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",112575.91
67,291 - HEART FAILURE & SHOCK W MCC,225173.75
67,292 - HEART FAILURE & SHOCK W CC,150121.65
67,293 - HEART FAILURE & SHOCK W/O CC/MCC,73601.02
67,300 - PERIPHERAL VASCULAR DISORDERS W CC,12580.21
67,303 - ATHEROSCLEROSIS W/O MCC,3252.26
67,305 - HYPERTENSION W/O MCC,4695.79
67,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,32346.0
67,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,84295.36
67,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,39527.72
67,312 - SYNCOPE & COLLAPSE,45280.49
67,313 - CHEST PAIN,35512.21
67,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,53119.93
67,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,103183.94
67,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,69267.34
67,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,13558.71
67,377 - G.I. HEMORRHAGE W MCC,34341.369999999995
67,378 - G.I. HEMORRHAGE W CC,169739.23
67,379 - G.I. HEMORRHAGE W/O CC/MCC,11889.72
67,389 - G.I. OBSTRUCTION W CC,35619.54
67,390 - G.I. OBSTRUCTION W/O CC/MCC,17410.45
67,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",13073.869999999999
67,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",105866.2
67,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,24343.82
67,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,194608.66
67,469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,21121.76
67,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,107287.15
67,473 - CERVICAL SPINAL FUSION W/O CC/MCC,15647.28
67,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,134685.11
67,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,30334.64
67,552 - MEDICAL BACK PROBLEMS W/O MCC,55246.62
67,603 - CELLULITIS W/O MCC,77564.02
67,638 - DIABETES W CC,15756.150000000001
67,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",21423.92
67,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",121887.35
67,682 - RENAL FAILURE W MCC,201797.16
67,683 - RENAL FAILURE W CC,96539.34
67,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,32429.74
67,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,72997.11
67,698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,38489.1
67,812 - RED BLOOD CELL DISORDERS W/O MCC,121725.56
67,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,113697.59
67,870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,58895.26
67,871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,211749.88
67,872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,72420.13
67,885 - PSYCHOSES,10998.130000000001
67,897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,10877.36
67,918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,7639.1900000000005
67,948 - SIGNS & SYMPTOMS W/O MCC,10700.16
674,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",7817.71
676,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,15786.18
677,885 - PSYCHOSES,8191.81
68,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,28381.39
68,057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,8087.92
68,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,125834.88
68,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,92438.51
68,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,9811.58
68,069 - TRANSIENT ISCHEMIA,32245.5
68,101 - SEIZURES W/O MCC,42334.82
68,149 - DYSEQUILIBRIUM,19580.77
68,176 - PULMONARY EMBOLISM W/O MCC,14287.39
68,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,81458.86
68,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,46305.94
68,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,56314.189999999995
68,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,152192.77
68,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,102426.58
68,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,103884.91
68,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,185769.29
68,194 - SIMPLE PNEUMONIA & PLEURISY W CC,180630.75
68,195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,31938.66
68,202 - BRONCHITIS & ASTHMA W CC/MCC,7846.3
68,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,34125.02
68,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,141791.39
68,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,57133.09
68,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,76315.82
68,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,50828.88
68,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,76801.48999999999
68,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,165497.46
68,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,12562.23
68,251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,44413.21
68,252 - OTHER VASCULAR PROCEDURES W MCC,61818.17
68,253 - OTHER VASCULAR PROCEDURES W CC,68495.89
68,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,26114.6
68,"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",96678.77
68,"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",6417.91
68,"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",57456.42999999999
68,"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",99589.73
68,291 - HEART FAILURE & SHOCK W MCC,173352.1
68,292 - HEART FAILURE & SHOCK W CC,104514.16
68,293 - HEART FAILURE & SHOCK W/O CC/MCC,65458.44
68,300 - PERIPHERAL VASCULAR DISORDERS W CC,6467.79
68,308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,49509.009999999995
68,309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,75080.63
68,310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,72154.07
68,312 - SYNCOPE & COLLAPSE,103390.74
68,313 - CHEST PAIN,84834.25
68,314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,81852.6
68,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,165320.72
68,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,128049.39
68,372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,16545.75
68,377 - G.I. HEMORRHAGE W MCC,34629.520000000004
68,378 - G.I. HEMORRHAGE W CC,117691.58
68,379 - G.I. HEMORRHAGE W/O CC/MCC,5628.07
68,389 - G.I. OBSTRUCTION W CC,5231.26
68,"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",23614.120000000003
68,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",107873.23
68,394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,25222.170000000002
68,460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,142849.96000000002
68,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,169996.21
68,473 - CERVICAL SPINAL FUSION W/O CC/MCC,14288.13
68,481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,65744.37
68,491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,30136.06
68,552 - MEDICAL BACK PROBLEMS W/O MCC,46562.74
68,603 - CELLULITIS W/O MCC,97924.67
68,638 - DIABETES W CC,29614.18
68,"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",78910.82
68,"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",106828.21
68,682 - RENAL FAILURE W MCC,199167.82
68,683 - RENAL FAILURE W CC,116296.43000000001
68,689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,49279.97
68,690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,115788.18
68,699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,13838.95
68,811 - RED BLOOD CELL DISORDERS W MCC,22441.8
68,812 - RED BLOOD CELL DISORDERS W/O MCC,31256.309999999998
68,853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,172159.23
